Recorded Date,Response ID,In which country and state do you currently reside?,"Primary institution 
Note: Please complete this survey about the place where you work or attend school most often.",Institution Type,Select your field(s) or discipline(s). Check all that apply. - Selected Choice,"Select your field(s) or discipline(s). Check all that apply. - Other (please write in if you are unsure, or work in a different field) - Text",Student or Professional?,Role,Check any of the following that apply to you: - Other - Text,"If applicable: If you plan to apply, have been admitted, or are currently enrolled in a graduate program, please list the specific program(s) or types of programs (M.S., Ph.D., M.D.) below.",Check any of the following that apply to you: - Selected Choice,Check any of the following that apply to you: - Other - Text,"Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Food, nutrition","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Housing","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Health, medical","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Finances, paying bills","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - General well-being","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Mental health","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Living conditions","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Distance from family, friends","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Relationships with others","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Childcare","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Education for children",Feel free to comment on any of the items you marked above.,"Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Learning environment","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Completing your education","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Decisions about graduate school","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Education (other)","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Professional development (internships, programs, conferences)","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Finding a job","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Keeping your current job","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Telework tools (internet, wifi, computer)","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Telework productivity","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Other (write-in)","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Other (write-in) - Text",Feel free to comment on any of the items you marked above.,Has there been any official communication about COVID-19 from the institution you've listed above? - Selected Choice,Has there been any official communication about COVID-19 from the institution you've listed above? - Other - Text,"Related to COVID-19, what information have you received from this institution that has been most HELPFUL to you, in terms of your own studies, work, and/or projects? 

Note: This could be via email, printed, etc.",How did you FEEL as a result of this communication? Why?,What did you DO as a result of this communication? Why?,"Related to COVID-19, what information have you received from this institution that has been most UNHELPFUL to you, in terms of your own studies, work, and/or projects? 

Note: This could be via email, printed, etc.",How did you FEEL as a result of this communication? Why?,What did you DO as a result of this communication? Why?,"Related to COVID-19: What conversations have you had at this institution? With whom? 

Note: This could be via email, phone, virtual meetings, in-person, etc.",How did you FEEL as a result of this communication? Why?,What did you DO as a result of this communication? Why?,"Did you feel supported from your institution, department, team, etc.? ","Related to COVID-19, what information do you need that you DO NOT currently have? In other words, what type of information are you waiting for?","How has COVID-19 changed and/or altered your academic or professional plans? 
Some examples: programs you will apply to, jobs you will apply to, interest level in certain career paths.",(Optional) Please explain or give an example.,"If applicable, how has COVID-19 changed and/or altered your current or future projects?
Some examples: scope of work has changed, funding issues, applying for different types of grants, some work put on hold.",(Optional) Please explain or give an example.,How would you describe yourself? (Mark one answer) - Selected Choice,Do you consider yourself to be transgender? (Mark one answer),Do you consider yourself to be: (Mark one answer) - Selected Choice,What is your race and/or ethnicity? Check all that apply. - Selected Choice,What is your race and/or ethnicity? Check all that apply. - Other (write-in) - Text,"OPTIONAL: If you have any additional comments about how COVID-19 has impacted you personally, or if you have any additional statements to make, please feel free to include these below:","CLICK TO SUBMIT SURVEY

Note: After completing this survey, we recommend that you take steps to protect your privacy by clearing your internet browser's history, cache, cookies, and other browsing data."
5/24/2020 20:21:47,R_1f2bOgE4hzBQMGq,removed for now,removed for now,,STEM Education and Learning ,,Student,Graduate student (second-year or above),,Phd,First generation to college (no parent/guardian in the household is a college graduate),,1,1,"1,2","1,2","1,2","1,2",1,"1,2","1,2",0,"1,2",,"1,2","1,2",0,"1,2",2,2,2,2,2,,,,"Yes, explicitly mentioning COVID-19",,Emails,Worried,Nothing,Everything ,Mad,Nothing,My advisor ,Good ,Respond ,Not supported,What’s going to happen over summer and next semester ,CHANGED,,It has changed my plans,,Woman,No,Heterosexual or straight,White,,No,Submit
4/9/2020 16:23:11,R_1gBCuANrUMD635R,removed for now,removed for now,,"Chemistry,Engineering,Materials Science",,Professional,Employee (including Postdoctoral Scholars),,,"Near-first generation to college (a parent/guardian is a college graduate, but you had little to no exposure to information about how to succeed in college)",,0,0,0,0,2,"1,2",0,2,2,0,0,,0,0,0,0,"2,3",0,2,2,2,,,,"Yes, explicitly mentioning COVID-19",,"We have received continuous information by email about policy changes, closing down labs, changes to our health coverage (adding telemedicine), etc.","I generally feel reassured by the communication. There is quite a lot of it, and we get multiple emails saying similar things, so maybe it's a bit of redundant information overload sometimes. It's been getting better recently now that everyone is working from home and things are not changing so much day-to-day.",Our research lab has been shut down and everyone is working from home.,"The general emails about ""our commitment to our employees"" and other platitudes without any new information or links to resources are annoying, and they look very similar to more important emails with critical information and actions that need to be taken.",Annoyed because there are a lot of them,I usually just skim and delete them,"Since working from home, my group has been having daily check-in meetings over zoom and we typically discuss the new institutional information and how it applies to us",Mostly reassured. Sometimes confused because sometimes people on my group interpret the meaning of the emails very differently.,"Various action items come up day-to-day as we receive new information. I am not in a management position, so not much of it affects me directly since we started working from home.",Supported,"Nothing really. Just wondering when we will be able to go back to work, but I know that this decision hasn't been made yet.",NO CHANGE,"I'm not really looking for a new job for the next few years, and my job is secure for now despite COVID-19",It has changed my plans,I have several projects for which work cannot continue while we don't have access to our lab. We are going to seek no-cost extensions from the funding agencies. All of my laboratory work is currently on hold.,Woman,No,Heterosexual or straight,White,,,Submit
6/7/2020 14:18:13,R_1gGRkWjkqpxmaAv,removed for now,removed for now,,Chemistry,,Professional,Faculty,,,None of these,,0,0,2,0,2,2,0,2,0,0,0,,2,0,1,0,0,0,0,2,0,,,,"Yes, explicitly mentioning COVID-19",,"There have been many, detailed announcements from NOVA leadership about how the college will respond to COVID, and how to operate in this scenario.  My colleagues and I still had to flesh out what our courses would look like mostly on our own, but we at least were constantly appraised of how the overall NOVA structure would function, at least on a weekly basis, and daily when COVID was still very new in March and April.","Many things were still unknown, or we had to wing it to some extent, but I at least felt that as NOVA, we were largely in it together, so to speak.","I knew what I could and could not ask of my students, and how the pass/fail grading system would function.  I was also kept informed of when college buildings could be used (which was mostly that they were closed almost all the time).","Possibly some of the information announced was unnecessary, or repeated more than necessary, but I definitely felt that too much was better than too little.","It was fine, wasn't too hard to filter out what I needed to know.","Not much, just skim the emails for the new stuff (and the new stuff each day or week was helpfully highlighted).","I communicated with my colleagues and my immediate superiors very often about course details, especially how to manage online labs, and which labs to assign, etc.","Online labs were super weird, but we helped each other and got through it.",We managed to at least stumble through the rest of the semester decently.,Supported,"We are waiting to hear what the college will do in the fall.  Understandably, this is largely up in the air, and it's very difficult to know what the best thing is to do.  But they will announce very soon what will happen.",NO CHANGE,"I'm still teaching at NOVA, just remotely for the time being, and I have no plans to stop.",Somewhat,"How we teach labs is very disrupted, and we are not sure how soon we can once again teach labs in person.",Man,No,Heterosexual or straight,White,,I get to stay home with my wife!,Submit
3/8/2021 16:58:15,R_1jHyLMR9st39euw,removed for now,removed for now,,"Chemistry,Materials Science",,Student,Graduate student (second-year or above),,,"First generation to college (no parent/guardian in the household is a college graduate),Attended community college",,0,2,2,2,2,0,0,2,0,0,0,,2,2,0,0,2,2,0,2,2,,,,"Yes, explicitly mentioning COVID-19",,"Testing, resources ",Fine ,Schedule my weekly testing ,Emails ,NA ,NA,With Julia on the Covid response team ,"Good, she checked in our us weekly ",NA,Supported,,CHANGED,I won’t be graduating on time. It set me back a year ,It has changed my plans,Work put on hold ,Woman,No,Heterosexual or straight,Hispanic or Latinx,,,Submit
6/22/2021 6:20:01,R_1jrCiUbPwzBXkA6,removed for now,removed for now,,Life Sciences,,Student,Graduate student (second-year or above),,Ph.D.,"Near-first generation to college (a parent/guardian is a college graduate, but you had little to no exposure to information about how to succeed in college),Attended community college",,0,0,0,1,0,2,0,1,2,0,0,,1,1,0,0,0,2,0,0,0,,,,"Yes, explicitly mentioning COVID-19",,Nothing was particularly helpful. Just information on restrictions and then lifting of those restrictions.,"I don’t have particular feelings about any of these. I did like the response of the university to students not adhering to restrictions for example, but even with those communications in place people at my work would not always follow them so it made me feel unsafe ",Not come to work and work remotely the entire year.,None really.,Ok. No feelings ,Nothing,My supervisor. ,Good. He kept us updated,Kept working from home,Supported,None ,CHANGED,I’m more open to other job options in the future but I’m scared that institutions will be more strict at hiring ,It has changed my plans,Delayed my research as I depended on field work and lab work. I also feel that funding for research will be hard to get.,Woman,No,Heterosexual or straight,Hispanic or Latinx,,,Submit
4/6/2021 11:58:06,R_1LZK0LUn26OkNHI,removed for now,removed for now,,Health sciences,Medicine,Student,Graduate student (second-year or above),,md,"First generation to college (no parent/guardian in the household is a college graduate),Attended community college",,0,0,1,1,1,1,0,0,2,0,0,,2,2,0,0,2,0,0,2,0,,,,"Yes, explicitly mentioning COVID-19",,instruction on what our role is,more secure,n/a,n/a,n/a,n/a,hospital staff. dean of education. financial aid. student affairs,virtual can take a long time and its frustrating to have a long email trend for a small question,had to keep sending multiple reminder emails,Not supported,,CHANGED,"harder to make a decision, because I could not visit residency programs",Somewhat,,Woman,No,Heterosexual or straight,Hispanic or Latinx,,,Submit
7/14/2021 7:28:23,R_1PbohyuTZKHrfTM,removed for now,removed for now,,Life Sciences,,Student,Graduate student (second-year or above),,"Biology, M.S.",None of these,,2,2,1,2,2,2,1,2,2,3,3,,2,1,2,1,2,2,0,0,2,,,,"Yes, explicitly mentioning COVID-19",,The most helpful information I have received from my school has been directly from my college or directly from my advisor.,"I felt informed because it kept me in the loop about changes, options, courses of action, etc.",Made changes and adapted.,Not receiving funding from administration to continue my research whilst dealing with financial stress.,Extremely stressed because I now have to work on top of all the other things I have going on. ,Looked for jobs.,Conversations about how I was going to deal with financial stress.,"I felt helped, but still stressed.",Began looking for jobs.,Neutral feelings,Future funding.,CHANGED,,It has changed my plans,,Man,No,Heterosexual or straight,White,,,Submit
4/14/2021 10:00:26,R_1Qa3y3dTnJ2zMUq,removed for now,removed for now,,"Engineering,Geosciences",Earth Science,Student,Graduate student (second-year or above),,PhD,None of these,,0,0,0,0,0,"1,2",0,2,2,0,0,,2,0,0,1,0,0,0,2,2,,,,"Yes, explicitly mentioning COVID-19",,Information and access to COVID testing and guidelines as well as access to remote work tools,I think UCSD has handled COVID as well as one could hope,"Worked from home, mostly",N/A,N/A,N/A,All of the items mentioned in the note. Person-to-person communication was all remote for the majority of the past 12 months.,Not great. It's much better to meet with people in person.,"COVID has definitely disillusioned me with large aspects of academia, specifically how teaching is not a priority at most research universities. I will keep this in mind for my future career decisions.",Not supported,N/A,CHANGED,"COVID has definitely disillusioned me with large aspects of academia, specifically how teaching is not a priority at most research universities. I will keep this in mind for my future career decisions.",It has changed my plans,"My projects had to be put on hold and I had to change a bunch of my workflow and expected deadlines, among other issues.",Man,No,Heterosexual or straight,White,,,Submit
5/3/2021 15:44:35,R_1Yuh3hsUm5uvnu9,removed for now,removed for now,,Geosciences,,Professional,Faculty,,,None of these,,0,0,2,0,2,2,0,0,2,0,0,,2,0,0,0,2,0,0,0,0,,,,"Yes, explicitly mentioning COVID-19",,Email,Depends on the communication.  ,Worked from home,Email,Annoyed,Nothing,"Email, meetings, in person",Depends,Nothing,Not supported,What we are doing next,CHANGED,,Somewhat,,Woman,No,Decline to state,White,,,Submit
6/7/2021 5:59:46,R_21G6vlrQWarRcFI,removed for now,removed for now,,Life Sciences,,Student,First-year graduate student,,Ph.D.,None of these,,0,0,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,,,,"Yes, explicitly mentioning COVID-19",,e-mail is all have received,seemed bare minimum,Followed the best science available at the time,NA,NA,NA,NA,NA,NA,Not supported,NA,NO CHANGE,,Somewhat,"My primary thesis would involve work in other countries, currently looking at ways to do this work without as much field work. Less international travel for my studies. ",Man,No,Heterosexual or straight,White,,,Submit
7/14/2021 10:41:30,R_26gmH8SIuPvcYxG,removed for now,removed for now,,Physics and Astronomy,,Professional,Faculty,,,First generation to college (no parent/guardian in the household is a college graduate),,0,1,0,1,2,2,0,0,2,2,2,,2,0,0,2,2,2,0,0,0,,,,"Yes, explicitly mentioning COVID-19",,I received status and updates ,is ok ,"Nothing, I have to stay at home and do my research from there ",None,Nothing ,Nothing ,Colleagues ,Is ok to talk about covid ,Nothing ,Neutral feelings,,CHANGED,,It has changed my plans,,Man,No,Heterosexual or straight,"Hispanic or Latinx,White",,,Submit
5/28/2020 8:22:15,R_28CaU6SMPfckU7S,removed for now,removed for now,,Life Sciences,,Student,Graduate student (second-year or above),,,None of these,,0,0,0,0,0,0,0,0,0,0,0,There should be an N/A column,0,2,0,0,2,0,0,2,2,,,,"Yes, explicitly mentioning COVID-19",,"Not much, just that they are working on the situation. Not much can be said to ease people's concerns. I did appreciate then specifically saying my monthly stipend will not be altered.",Not very different. Good about the stipend info,Nothing,Daily emails that tell me they are monitoring the situation,Not great,Deleted them and went on with my day,None,NA,NA,Neutral feelings,When I will be able to go back to work,NO CHANGE,,,,Woman,No,Heterosexual or straight,White,,,Submit
5/13/2020 11:33:25,R_2vkz2TWjvErOhTk,removed for now,removed for now,,Chemistry,,Professional,Faculty,,,None of these,,0,0,0,0,0,0,0,2,2,0,0,travel to visit friends is restricted,2,0,0,0,2,0,2,2,2,,,,"Yes, explicitly mentioning COVID-19",,honestly... none. I turn to the primary literature and experts for COVID-19 information,I felt mild annoyance that society contains promulgating and endulging in this kind of emotional pablum to psychologically soothe; it was a lot of touchy-feely stuff and not relevant to me at all,"began to question more deeply if society truly will take a reasonable, rational, sustainable approach to COVID to save lives and keep individuals out of economic peril in a time of vast inequality... some people greatly over-react emotionally, while others take no physical pre-cautions whatsoever; neither approach makes any sense to me","touchy feely nonsense about work life balance, isolation, etc.","I'm not really in to feelings; ... I do often wonder how many work-hours are spent crafting touchy-feely emails, etc, and what kind of financial resources are diverted as a salve for people's personal emotions on a subject","began to question even more deeply why society in America really hasn't started to push to use science as the only approach to address COVID-19, began to wonder if religious mythology would still be considered a valid belief system for ascertaining truth in 3 years... but, when I look at how the electoral college placed a person who thinks UV lights and disinfectant are medical solutions to COVID-19, I think I have reached a plausible answer...",will we open in the fall and how should labs be scheduled; communicate with other faculty,I felt nothing. ,Nothing. It was merely information to be retained.,Not supported,"Exactly how accurate are antibody tests? What viral load will confer immunity, if at all, etc, etc?
Essentially, highly detailed medical and scientific data is needed.",CHANGED,,Somewhat,,Decline to state,Decline to state,Decline to state,Decline to state,,,Submit
5/25/2020 22:19:44,R_2YXudnqez5PmzI4,removed for now,removed for now,,Chemistry,,Professional,Faculty,,,Attended community college,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,2,0,0,,,,"Yes, explicitly mentioning COVID-19",,email,informed of changes,read it ,NA,NA,NA,email,"good, informed",keep applying for jobs,Neutral feelings,NA,NO CHANGE,,,,Woman,No,Heterosexual or straight,Asian,,no,Submit
6/4/2021 19:29:18,R_2ZEu77holSIJAR1,removed for now,removed for now,,Geosciences,,Professional,Faculty,,,First generation to college (no parent/guardian in the household is a college graduate),,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,2,0,,,My institution has not supported online learning with the needed IT tools.  I have had to upgrade my home systems to better serve students.,"Yes, explicitly mentioning COVID-19",,"Numerous email messages over the course of the pandemic.  Some of not helpful, and are often later changed.","The communications are often confusing, leading me to believe that the administration does not know what they are doing most of the time.","At present, I simply ignore many of the communications as they are often confusing, and will probably be changed in a few days.","Nothing specific, but most is not very helpful","I've come to ignore most, and don't trust the administrations ability to manage the current situation.",Most ignore them.,Only communicaton with colleagues.,These are usually good.,We are supporting each other as best we can.,Supported,A coherent plan,NO CHANGE,I'm nearing retirement,,,Man,No,Heterosexual or straight,White,,I have a disability that could put me more at risk from covid,Submit
4/7/2021 1:08:36,R_2ZWGaCrW1oYkB7p,removed for now,removed for now,,Physics and Astronomy,,Student,Graduate student (second-year or above),,Ph.D.,None of these,,0,0,0,0,2,2,0,0,0,0,0,,0,0,1,0,1,0,0,0,2,,,,"Yes, explicitly mentioning COVID-19",,--,--,--,--,--,--,Virtual meetings with my advisor/PI and other collaborators,Stressed and drained,--,Not supported,--,CHANGED,,Somewhat,,Woman,No,Heterosexual or straight,White,,,Submit
